id	storage	source_pointer	source_sha256	text
JOB_057_FULL	002B664C	08801F2F	4170a12f6d659b242f09e74da04eb1cdc1bba5a112f42e979ba826c14cb0a230	고양이인
JOB_058_FULL	002B668C	08801F2F	4170a12f6d659b242f09e74da04eb1cdc1bba5a112f42e979ba826c14cb0a230	고양이인
JOB_059_FULL	002B66CC	08801F28	85922c3b49a65f12a9d6cdd861c2f79d07b94242e1772e967446a91472cc215a	마술사
JOB_060_FULL	002B670C	08801F23	742fba96484fb46fb147ab40aae4a0d70cef163c711669ffb7911070b2aae8a8	모델
JOB_061_FULL	002B674C	08801F1C	e6a3131375bf4f9a572f761af6ef42b42b94d964c966c26f51afcaa981ca1c0c	왈큐레
JOB_062_FULL	002B678C	08801F15	5fa0a16062544a21d2f3cb7600c437882d90fe12de4bd1ed283b21fa06688d70	드릴러
JOB_063_FULL	002B67CC	08801F10	4ff0961f954014cf4d76b3c17f45661538a3f0011564898b0ebfc6283d65fc0b	도적
JOB_064_FULL	002B680C	08801F10	4ff0961f954014cf4d76b3c17f45661538a3f0011564898b0ebfc6283d65fc0b	도적
JOB_065_FULL	002B684C	08801F07	fdd1a9e2ec89b9fcb79ad5cf4d7d11c13e65587a48e5e28d7f2ffcb9b01d9d25	염검사
JOB_066_FULL	002B688C	08801F07	fdd1a9e2ec89b9fcb79ad5cf4d7d11c13e65587a48e5e28d7f2ffcb9b01d9d25	염검사
JOB_067_FULL	002B68CC	08801EFE	9a92d36828b32bc6f30e0ae3fb8423e8739b1d676cba3ee18fd1628f8f50be22	질풍검사
JOB_068_FULL	002B690C	08801EFE	9a92d36828b32bc6f30e0ae3fb8423e8739b1d676cba3ee18fd1628f8f50be22	질풍검사
JOB_069_FULL	002B694C	08801EF9	653a1b7beb79cab91f386a12dda07b1611e4cc903daddde82883740bf99b172b	빙우검사
JOB_070_FULL	002B698C	08801EF9	653a1b7beb79cab91f386a12dda07b1611e4cc903daddde82883740bf99b172b	빙우검사
JOB_071_FULL	002B69CC	08801EEE	f87984cd527dcfbc324a98067c1335aeeb7737bc478f6df3b8d1b49097a01a93	버서커
JOB_072_FULL	002B6A0C	08801EE3	1c2aa08c0f914c7c8281142b9b07c0fb23586aac8823d87e87ee9203cfd809b0	아마조네스
JOB_073_FULL	002B6A4C	08801EDC	ded0f20d36b843a1bcc419662cb7fe689b3906692cc179d5febc600d04a027b2	번개검사
JOB_074_FULL	002B6A8C	08801EDC	ded0f20d36b843a1bcc419662cb7fe689b3906692cc179d5febc600d04a027b2	번개검사
JOB_075_FULL	002B6ACC	08801ECD	ed5b4ced7bd71fdbfd7add3c00b3a48364e5da73ae05f349219e3d80ea46677f	성검사
JOB_076_FULL	002B6B0C	08801ECD	ed5b4ced7bd71fdbfd7add3c00b3a48364e5da73ae05f349219e3d80ea46677f	성검사
JOB_077_FULL	002B6B4C	08801EC8	bcbc5fefcd78fb005e949a56ed99ac422f3ef637e1b9326a049758c606c5ef53	마검사
JOB_078_FULL	002B6B8C	08801EC8	bcbc5fefcd78fb005e949a56ed99ac422f3ef637e1b9326a049758c606c5ef53	마검사
JOB_079_FULL	002B6BCC	08801EC1	327eabd4bb56bc811f13149e4cf07fdd7d3674deb82ce2c286fd3317eb774bc9	검호
JOB_080_FULL	002B6C0C	08801EC1	327eabd4bb56bc811f13149e4cf07fdd7d3674deb82ce2c286fd3317eb774bc9	검호
JOB_081_FULL	002B6C4C	08801EB8	923bdd2462a90164d78c26f131678f92b5d554c4dc368b6a2c916a73f81c6e26	열혈투사
JOB_082_FULL	002B6C8C	08801EB8	923bdd2462a90164d78c26f131678f92b5d554c4dc368b6a2c916a73f81c6e26	열혈투사
JOB_083_FULL	002B6CCC	08801EAF	e2c2342f86ba7b5ac5c1021151c89629d65a99ab28b8ef65a900f0bc2112fb08	질풍투사
JOB_084_FULL	002B6D0C	08801EAF	e2c2342f86ba7b5ac5c1021151c89629d65a99ab28b8ef65a900f0bc2112fb08	질풍투사
JOB_085_FULL	002B6D4C	08801EA8	e24b6f09f78b06d260dc37933fa2250c1905ddd70089825c91ee3c0164f299c4	빙설투사
JOB_086_FULL	002B6D8C	08801EA8	e24b6f09f78b06d260dc37933fa2250c1905ddd70089825c91ee3c0164f299c4	빙설투사
JOB_087_FULL	002B6DCC	08801E9F	d93fa110790c05b5f8556c2ab312f50ae83290cc8fa65e062f331d552709130e	암석투사
JOB_088_FULL	002B6E0C	08801E9F	d93fa110790c05b5f8556c2ab312f50ae83290cc8fa65e062f331d552709130e	암석투사
JOB_089_FULL	002B6E4C	08801E98	7a7f4c769059ba1e92e268bc2bc8ac64b39802e171bed9de120ce5f0d16a0bdc	번개투사
JOB_090_FULL	002B6E8C	08801E98	7a7f4c769059ba1e92e268bc2bc8ac64b39802e171bed9de120ce5f0d16a0bdc	번개투사
JOB_091_FULL	002B6ECC	08801E91	3dd86e36bb8310acbbf1339591402eb68cf4ee7333306457dd5f460f1bc1f1ab	몽크
JOB_092_FULL	002B6F0C	08801E91	3dd86e36bb8310acbbf1339591402eb68cf4ee7333306457dd5f460f1bc1f1ab	몽크
JOB_093_FULL	002B6F4C	08801E8C	939ecf1290a1879f16996a6bb386ed8d05d3133e8042a4cd16207637d7a79644	패왕
JOB_094_FULL	002B6F8C	08801E8C	939ecf1290a1879f16996a6bb386ed8d05d3133e8042a4cd16207637d7a79644	패왕
JOB_095_FULL	002B6FCC	08801E85	c35496af5299c1eff0d74ddd9f00d68c91c92c10806ad344cfaad254818e008e	철권
JOB_096_FULL	002B700C	08801E85	c35496af5299c1eff0d74ddd9f00d68c91c92c10806ad344cfaad254818e008e	철권
JOB_097_FULL	002B704C	08801E80	fbbc483a977d29fba5a65edf4a954954904fb0ce87a5f7b6f9aeb9bb03bfc2ac	슈터
JOB_098_FULL	002B708C	08801E80	fbbc483a977d29fba5a65edf4a954954904fb0ce87a5f7b6f9aeb9bb03bfc2ac	슈터
JOB_099_FULL	002B70CC	08801E79	1e292a7d2742a9afa349dda7d560658dc28d9c20575fc7e75062d0c085fb6f81	빙우사수
JOB_100_FULL	002B710C	08801E79	1e292a7d2742a9afa349dda7d560658dc28d9c20575fc7e75062d0c085fb6f81	빙우사수
JOB_101_FULL	002B714C	08801E70	c5a521a0be8454b9e5484937c7b699725c9507c45a91a4961671a48ea088e359	헌터
JOB_102_FULL	002B718C	08801E67	0708c2480f0040c05c94f9f80e003c3300f8a9bbe197c687039d0385619fd44d	헌트레스
JOB_103_FULL	002B71CC	08801E5C	5b29bd90c311f3eea528f07b615520d0a1c42d093465d2b70a9b571519a5096b	번개사수
JOB_104_FULL	002B720C	08801E5C	5b29bd90c311f3eea528f07b615520d0a1c42d093465d2b70a9b571519a5096b	번개사수
JOB_105_FULL	002B724C	08801E55	481ac64e7564b2a93f9ce75951eabca054429f7818f3367b5cca5c2877f16f2f	소이광
JOB_106_FULL	002B728C	08801E4A	7bad481f4c48f5d753592bfc683f65d2703fd492428d65438b85ddc093cd3a4a	아르테미스
JOB_107_FULL	002B72CC	08801E41	5c2f435a71d2d56e0bfd10e77bc1ae5fe331059af1350a7af5a8657a806b4760	스나이퍼
JOB_108_FULL	002B730C	08801E41	5c2f435a71d2d56e0bfd10e77bc1ae5fe331059af1350a7af5a8657a806b4760	스나이퍼
JOB_109_FULL	002B734C	08801E3C	a700c3d593478f38affbe51e2086a35299a47830918f6839ad8d4be695b6b3d8	강궁병
JOB_110_FULL	002B738C	08801E3C	a700c3d593478f38affbe51e2086a35299a47830918f6839ad8d4be695b6b3d8	강궁병
JOB_111_FULL	002B73CC	08801E35	72ac1ad6603d5b242f3e95a0ca6e95a521120a09a2d02892f49e9796f946d44b	기도사
JOB_112_FULL	002B740C	08801E35	72ac1ad6603d5b242f3e95a0ca6e95a521120a09a2d02892f49e9796f946d44b	기도사
JOB_113_FULL	002B744C	08801E2E	a4a2881aca02461b264d04d73b40e224dc5b9e2a4214e3a9d1efb91f5e23eec9	순례자
JOB_114_FULL	002B748C	08801E2E	a4a2881aca02461b264d04d73b40e224dc5b9e2a4214e3a9d1efb91f5e23eec9	순례자
JOB_115_FULL	002B74CC	08801E27	dc31e671501c900ca4fefd034200b81e6737c30326eee16131acb556564efc4d	예언자
JOB_116_FULL	002B750C	08801E27	dc31e671501c900ca4fefd034200b81e6737c30326eee16131acb556564efc4d	예언자
JOB_117_FULL	002B754C	08801E20	73c25c1a90f76957f28e197122dd49d7c7587e6248ea634e241abb92d64f99a1	파계승
JOB_118_FULL	002B758C	08801E20	73c25c1a90f76957f28e197122dd49d7c7587e6248ea634e241abb92d64f99a1	파계승
JOB_119_FULL	002B75CC	08801E17	34462b7709dddbddbb6b9a69e2a43be46c93e24c47dbf83a7c9500d5cd71d80e	화염닌자
JOB_120_FULL	002B760C	08801E17	34462b7709dddbddbb6b9a69e2a43be46c93e24c47dbf83a7c9500d5cd71d80e	화염닌자
JOB_121_FULL	002B764C	08801E0A	9359fb550b88adc69ee791bc57403ff61f24da1ab2ad59692693107ee1a8c5b6	아라시
JOB_122_FULL	002B768C	08801DFD	d2fa1e1bc58946e588f474c42a8685a330ce95577689e6f6ef7d75e1ef76fd46	카마이타치
JOB_123_FULL	002B76CC	08801DEA	f7ee0149c55e0ab42b81102be323709e8f3098e71b02a85a19a3441336abe6ce	키리가쿠레
JOB_124_FULL	002B770C	08801DD7	afd81199acdb348d82ff4be7491d2d8eaee0ef7e18173dcb2a83f30db6b9bc87	츠나데
JOB_125_FULL	002B774C	08801DCC	3d4570546411fa8ab2f1778e93e903d46ec2bd363208e5638f185a6ad9e19c33	츠치구모
JOB_126_FULL	002B778C	08801DC7	e2c09e7eef705afdd5fdfe085112bcdd8790716bd0e1c002f80b5899fcac11fa	츠치구모
JOB_127_FULL	002B77CC	08801DB4	8f14b97e2c5e16bd5d916280ec27be46c60664a841bda8606cd0168f98f4aafd	지라이야
JOB_128_FULL	002B780C	08801DA1	eced6bed63d58306ad6bbe39b0d3ba30f0e7371beae5344e7bad165bcbaa67d7	쿠노이치
JOB_129_FULL	002B784C	08801D9A	8f84712f5b867fdd70375454e8a31a44e9f69198830b8798300ce5c57b1fee06	봉마사
JOB_130_FULL	002B788C	08801D9A	8f84712f5b867fdd70375454e8a31a44e9f69198830b8798300ce5c57b1fee06	봉마사
JOB_131_FULL	002B78CC	08801D95	82a3700d6e0b5588fffc0923bd390b4e29d851fe89d5477f513909505bb3aef4	은밀
JOB_132_FULL	002B790C	08801D95	82a3700d6e0b5588fffc0923bd390b4e29d851fe89d5477f513909505bb3aef4	은밀
JOB_133_FULL	002B794C	08801D8A	e6537060603169b5b817bc3220037773e51e160da3482ae1da6de60421024032	닌자 두령
JOB_134_FULL	002B798C	08801D8A	e6537060603169b5b817bc3220037773e51e160da3482ae1da6de60421024032	닌자 두령
JOB_135_FULL	002B79CC	08801D7B	c76cd213f74ffbc5ef49cdd310378958db3cb16f2b8f0188a045e81c88f31cce	플레어 메이지
JOB_136_FULL	002B7A0C	08801D7B	c76cd213f74ffbc5ef49cdd310378958db3cb16f2b8f0188a045e81c88f31cce	플레어 메이지
JOB_137_FULL	002B7A4C	08801D6E	9700b9b904acdd29277e170f7e9aaba9180ae05d6e8087b3f561d17eb5dffcb6	윈드 메이지
JOB_138_FULL	002B7A8C	08801D6E	9700b9b904acdd29277e170f7e9aaba9180ae05d6e8087b3f561d17eb5dffcb6	윈드 메이지
JOB_139_FULL	002B7ACC	08801D5F	a103bc916942ecf4506573bd5b6d45f0974a930f951da4840adcd323048f401f	아쿠아 메이지
JOB_140_FULL	002B7B0C	08801D5F	a103bc916942ecf4506573bd5b6d45f0974a930f951da4840adcd323048f401f	아쿠아 메이지
JOB_141_FULL	002B7B4C	08801D52	9c2afee9cc8271246eae04dea9397c49775f7c2392c2ac6348e99342c6e670c0	어스 메이지
JOB_142_FULL	002B7B8C	08801D52	9c2afee9cc8271246eae04dea9397c49775f7c2392c2ac6348e99342c6e670c0	어스 메이지
JOB_143_FULL	002B7BCC	08801D45	30af9b854d22ef408947272f10a5763e55511efc05838c13ffa21a9e93436fdc	선더 메이지
JOB_144_FULL	002B7C0C	08801D45	30af9b854d22ef408947272f10a5763e55511efc05838c13ffa21a9e93436fdc	선더 메이지
JOB_145_FULL	002B7C4C	08801D3E	85fbe20093562c343d6553b485e5e70c2cd96d926b36ab0dea36bf9ab15305b6	엔챈터
JOB_146_FULL	002B7C8C	08801D33	762da9a2599a4780552b101bf45902113b141c751b37d4d7fc3f39dbd9b54bcb	엔챈트레스
JOB_147_FULL	002B7CCC	08801D28	46d3c2a5312cf49208c5ebfeabc0149dea95b841a6bb8982321f53d74bcd2292	네크로맨서
JOB_148_FULL	002B7D0C	08801D28	46d3c2a5312cf49208c5ebfeabc0149dea95b841a6bb8982321f53d74bcd2292	네크로맨서
JOB_149_FULL	002B7D4C	08801D1F	1a2258ab0b82575c5213ab57512aac6c4773ab9f7ae390aa56995901f437eab4	위저드 로드
JOB_150_FULL	002B7D8C	08801D16	a3accbb46760c9e7518af8587453439a1d40f50337c01ef0f3321c8de769b5b6	윗치 로드
JOB_151_FULL	002B7DCC	08801D0F	5fbf2595ae2544899313197f5bcc6c9efe90c0bcf829b1caaf6395eb6212d38e	스파이
JOB_152_FULL	002B7E0C	08801D0F	5fbf2595ae2544899313197f5bcc6c9efe90c0bcf829b1caaf6395eb6212d38e	스파이
JOB_153_FULL	002B7E4C	08801D0A	3ce304f7c4c14cac042a20f7d6c087a646c5306cac53348bbe1658d76b8b3240	해적
JOB_154_FULL	002B7E8C	08801D0A	3ce304f7c4c14cac042a20f7d6c087a646c5306cac53348bbe1658d76b8b3240	해적
JOB_155_FULL	002B7ECC	08801D05	ff62850c8ae9da95f80c4b05d1130aac4f8d325e7658d136a5b8648b690e4b7f	산적
JOB_156_FULL	002B7F0C	08801D05	ff62850c8ae9da95f80c4b05d1130aac4f8d325e7658d136a5b8648b690e4b7f	산적
JOB_157_FULL	002B7F4C	08801D00	10d72f3c95968877b3f4eb0be09182d487f82d68d26b316a5ff39548d0b5ae86	괴도
JOB_158_FULL	002B7F8C	08801D00	10d72f3c95968877b3f4eb0be09182d487f82d68d26b316a5ff39548d0b5ae86	괴도
JOB_159_FULL	002B7FCC	08801CF9	a6c22c4b33aac753ca75bdcfc17865d606cac5004a176725148d45734ba22cbf	어새신
JOB_160_FULL	002B800C	08801CF9	a6c22c4b33aac753ca75bdcfc17865d606cac5004a176725148d45734ba22cbf	어새신
JOB_161_FULL	002B804C	08801CEC	dfabb6e4f46f311ba773e2c51d52128c832210c3d5a6a3e73ec6de3c7d1ee9a3	트레저 헌터
JOB_162_FULL	002B808C	08801CEC	dfabb6e4f46f311ba773e2c51d52128c832210c3d5a6a3e73ec6de3c7d1ee9a3	트레저 헌터
JOB_163_FULL	002B80CC	08801CDF	0dfd378222bb374cc87a33983cea92c68028a907ec2318b59159855e3e6cdbed	파이어 댄서
JOB_164_FULL	002B810C	08801CD8	06b3f907ee40d3415ba11c2e0a1b0c0e8ad22c43555062e67dbd8e2374fe5aef	여행예능인
JOB_165_FULL	002B814C	08801CD1	4e10882116cc854b33e4e961b0b1b2abda4aeded8331b05640ea2d3b415ac572	물예능인
JOB_166_FULL	002B818C	08801CC8	83c4bbca66d65ee744fd5391e9821fd1939b5d2c104463e7e978b5f98e9f299d	탭 댄서
JOB_167_FULL	002B81CC	08801CBD	9f1e9f4fc455202c877f678d238a8dd3d1014331c6ca90015f100eb1601a279a	무녀
JOB_168_FULL	002B820C	08801CB6	67d0b64767f1801a7232aacf7934b7a198409a139f61ac783fd14b1a7390ef52	아이돌
JOB_169_FULL	002B824C	08801CA9	79cfffc7dcda55ac4dc1e6a716859ceb0af2c9d28354e8477f6e3bf5df914de3	섀도우 댄서
JOB_170_FULL	002B828C	08801C9E	12181e34a956d89250f5ef5b777355807b2d12b2fcc2946e2ad4f5c01464f593	무희
JOB_171_FULL	002B82CC	08801C93	69ca366b510f1e985f474d6ebb66a03a5b8de5596a90d9348f7bd250a27addc4	화산학자
JOB_172_FULL	002B830C	08801C93	69ca366b510f1e985f474d6ebb66a03a5b8de5596a90d9348f7bd250a27addc4	화산학자
JOB_173_FULL	002B834C	08801C8A	8d8394002c7d6fb7536a404413505f1739d44925f6913cef552ed3cb757b04e5	기상학자
JOB_174_FULL	002B838C	08801C8A	8d8394002c7d6fb7536a404413505f1739d44925f6913cef552ed3cb757b04e5	기상학자
JOB_175_FULL	002B83CC	08801C7F	214e62b1dfa297a5d4f33c2c7b7257e077394c19a0746d32ba6c7a7b47c9095e	해양학자
JOB_176_FULL	002B840C	08801C7F	214e62b1dfa297a5d4f33c2c7b7257e077394c19a0746d32ba6c7a7b47c9095e	해양학자
JOB_177_FULL	002B844C	08801C74	d1fe56befb7675ef01e9ed9993d941d324f874be0b6b9df4ae9caec63eb06621	지질학자
JOB_178_FULL	002B848C	08801C74	d1fe56befb7675ef01e9ed9993d941d324f874be0b6b9df4ae9caec63eb06621	지질학자
JOB_179_FULL	002B84CC	08801C6D	257060d113776eff4902ff939e14a2a47eb035df38c9edcbb6bdd3546f999933	발명가
JOB_180_FULL	002B850C	08801C6D	257060d113776eff4902ff939e14a2a47eb035df38c9edcbb6bdd3546f999933	발명가
JOB_181_FULL	002B854C	08801C66	f51bf1df9e38e7b7c894c466deaa8ec2c562b335a9941d60a15b70d43e2495ee	신학자
JOB_182_FULL	002B858C	08801C66	f51bf1df9e38e7b7c894c466deaa8ec2c562b335a9941d60a15b70d43e2495ee	신학자
JOB_183_FULL	002B85CC	08801C5B	d8336dfe3cbe340487350a0747394b36df1b51641e3f28071135b9a103737860	천문학자
JOB_184_FULL	002B860C	08801C5B	d8336dfe3cbe340487350a0747394b36df1b51641e3f28071135b9a103737860	천문학자
JOB_185_FULL	002B864C	08801C50	61d9f3fa5e5bcb1dc4229a4606ff5e6992b35a6d2e11fb600b10ddc5d439f6b0	물리학자
JOB_186_FULL	002B868C	08801C50	61d9f3fa5e5bcb1dc4229a4606ff5e6992b35a6d2e11fb600b10ddc5d439f6b0	물리학자
JOB_187_FULL	002B86CC	08801C49	81a77b3dcb7d30677229b6dbec8054f383b0c3180bd45a43d1e8866fa7a4e0a1	트릭스타
JOB_188_FULL	002B870C	08801C3C	289ec79c3c5dc5ecac549aa40379e9c44133acd4cae2bdf40bb509a4813ceb23	일류져니스트
JOB_189_FULL	002B874C	08801C35	86447770c42d1b48b8e011467d4f19cab580817b4d42d294a4fad5469ed49120	기술사
JOB_190_FULL	002B878C	08801C2E	e97d9c719e7416076df168f8a4e19402b902603b7167f7d4fe4c78d371d81f37	저글러
JOB_191_FULL	002B87CC	08801C27	3ac1607d0366808ea73a15a3c13841a24f1ba94f080e421054732051f9d65a2e	맛무사
JOB_192_FULL	002B880C	08801C27	3ac1607d0366808ea73a15a3c13841a24f1ba94f080e421054732051f9d65a2e	맛무사
JOB_193_FULL	002B884C	08801C16	b8c9ad5faa585464fb6206d7e0b3aa4752a921f77ca33e0e2d6dce95430035ff	프리스트
JOB_194_FULL	002B888C	08801C05	712cdba7d501e5adafe58b4596347ce5f3dc997cb01142085d12db5aaee5affe	프리스테스
JOB_195_FULL	002B88CC	08801BF8	2d7029dd9008282fc016d4924632bf9ad6f1a48a22fe63217aca2e66989dfd73	드루이드
JOB_196_FULL	002B890C	08801BF8	2d7029dd9008282fc016d4924632bf9ad6f1a48a22fe63217aca2e66989dfd73	드루이드
JOB_197_FULL	002B894C	08801BEB	e10cb4c8871ef0868a3b5d26c396edb1f027fa25a6e88e4fc0de4a1d9936f233	미스틱
JOB_198_FULL	002B898C	08801BEB	e10cb4c8871ef0868a3b5d26c396edb1f027fa25a6e88e4fc0de4a1d9936f233	미스틱
JOB_199_FULL	002B89CC	08801BDE	0ab68503f74f86d47dde3c6c7821db0e949b9b597b7bd23adcc59f4778ad05a5	비숍
JOB_200_FULL	002B8A0C	08801BDE	0ab68503f74f86d47dde3c6c7821db0e949b9b597b7bd23adcc59f4778ad05a5	비숍
ARTE_000_FULL	00374A3C	08804494	298c33a4b0cbec5c4396e9fca5590e1c545d37b41f13c74b20d70d5878486b40	없음
