id	text
SELECT_JOB_191	맛무사
SELECT_JOB_192	맛무사
SELECT_JOB_193	프리스트
SELECT_JOB_194	프리스테스
SELECT_JOB_195	드루이드
SELECT_JOB_196	드루이드
SELECT_JOB_197	미스틱
SELECT_JOB_198	미스틱
SELECT_JOB_199	비숍
SELECT_JOB_200	비숍
SELECT_MONSTER_000	없음
SELECT_MONSTER_001	녹터널 플라이
SELECT_MONSTER_002	칸바라 베어
SELECT_MONSTER_003	에그 베어
SELECT_MONSTER_004	그리즐리
SELECT_MONSTER_005	킬러 비
SELECT_MONSTER_006	테러 니들
SELECT_MONSTER_007	호넷
SELECT_MONSTER_008	사이스 캐리어
SELECT_MONSTER_009	데스
SELECT_MONSTER_010	메가데스
SELECT_MONSTER_011	파이어 버드
SELECT_MONSTER_012	피닉스
SELECT_MONSTER_013	갤로스 버드
SELECT_MONSTER_014	시 스핀
SELECT_MONSTER_015	킹피시
SELECT_MONSTER_016	나이트 플라이어
SELECT_MONSTER_017	파이어 플라이어
SELECT_MONSTER_018	불프로그
SELECT_MONSTER_019	자이언트 스파이더
SELECT_MONSTER_020	타란툴라
SELECT_MONSTER_021	아라네아
SELECT_MONSTER_022	폴터가이스트
SELECT_MONSTER_023	버펄로
SELECT_MONSTER_024	팔시아 혼즈
SELECT_MONSTER_025	아이언 골렘
SELECT_MONSTER_026	미스릴 골렘
SELECT_MONSTER_027	하피
SELECT_MONSTER_028	페더 매직
SELECT_MONSTER_029	브리즈 키퍼
SELECT_MONSTER_030	로키 호크
SELECT_MONSTER_031	포레스트 호크
SELECT_MONSTER_032	프레리 호크
SELECT_MONSTER_033	그래스호퍼
SELECT_MONSTER_034	파이어 버그
SELECT_MONSTER_035	데들리 인섹트
SELECT_MONSTER_036	슬라임
SELECT_MONSTER_037	오커 젤리
SELECT_MONSTER_038	팬텀 나이트
SELECT_MONSTER_039	만티코어
SELECT_MONSTER_040	가로
SELECT_MONSTER_041	메두사
SELECT_MONSTER_042	라미아
SELECT_MONSTER_043	트롤
SELECT_MONSTER_044	오거
SELECT_MONSTER_045	비스트 오거
SELECT_MONSTER_046	시 슬러그
SELECT_MONSTER_047	블러드서커
SELECT_MONSTER_048	밴더스내치
SELECT_MONSTER_049	아이스 타이거
SELECT_MONSTER_050	스콜피온
SELECT_MONSTER_051	니들 셸
SELECT_MONSTER_052	스타피시
SELECT_MONSTER_053	슈퍼스타
SELECT_MONSTER_054	톨맨
SELECT_MONSTER_055	라우카마르
SELECT_MONSTER_056	포아스
SELECT_MONSTER_057	윌 오 위스프
SELECT_MONSTER_058	나이트 레이드
SELECT_MONSTER_059	다이어 울프
SELECT_MONSTER_060	헬하운드
SELECT_MONSTER_061	와이번
SELECT_MONSTER_062	드레이크
SELECT_MONSTER_063	헬카이트
SELECT_MONSTER_064	리퍼 시클
SELECT_MONSTER_065	에어 슬라이서
SELECT_MONSTER_066	카바도일
SELECT_MONSTER_067	스켈레톤
SELECT_MONSTER_068	드래곤 투스
SELECT_MONSTER_069	섀도 서번트
SELECT_MONSTER_070	래피드 래빗
SELECT_MONSTER_071	해마
SELECT_MONSTER_072	스노우 로브스터
SELECT_MONSTER_073	크라켄
SELECT_MONSTER_074	구울
SELECT_MONSTER_075	리빙 데드
SELECT_MONSTER_076	와이트
SELECT_MONSTER_077	아처
SELECT_MONSTER_078	거스트 슈터
SELECT_MONSTER_079	아쿠아 슈터
SELECT_MONSTER_080	일렉 슈터
SELECT_MONSTER_081	요이치
SELECT_MONSTER_082	마초
SELECT_MONSTER_083	일렉 펀처
SELECT_MONSTER_084	갓 핸드
SELECT_MONSTER_085	그래플러
SELECT_MONSTER_086	마스타츠
SELECT_MONSTER_087	검사
SELECT_MONSTER_088	거스트 배틀러
SELECT_MONSTER_089	아쿠아 배틀러
SELECT_MONSTER_090	플레임 배틀러
SELECT_MONSTER_091	록 배틀러
SELECT_MONSTER_092	전사
SELECT_MONSTER_093	일렉 가드
SELECT_MONSTER_094	헤비 가드
SELECT_MONSTER_095	다크 가드
SELECT_MONSTER_096	라이트 가드
SELECT_MONSTER_097	위치
SELECT_MONSTER_098	록 위치
SELECT_MONSTER_099	아쿠아 위치
SELECT_MONSTER_100	라이트 위치
SELECT_MONSTER_101	플레임 위치
SELECT_MONSTER_102	위저드
SELECT_MONSTER_103	윈드 메이지
SELECT_MONSTER_104	네크로맨서
SELECT_MONSTER_105	플레임 메이지
SELECT_MONSTER_106	라이트 메이지
SELECT_MONSTER_107	페이크
SELECT_MONSTER_108	판도라
SELECT_MONSTER_109	용궁 상자
SELECT_MONSTER_110	플레임 소드
SELECT_MONSTER_111	아쿠아 소드
SELECT_MONSTER_112	록 소드
SELECT_MONSTER_113	윈드 소드
SELECT_MONSTER_114	썬더 소드
SELECT_MONSTER_115	다크 소드
SELECT_MONSTER_116	라이트 소드
SELECT_MONSTER_117	리빙 소드
SELECT_MONSTER_118	포이즌 토드
SELECT_MONSTER_119	본 나이트
SELECT_MONSTER_120	플러시 헤어
SELECT_MONSTER_121	플로트 드래곤
SELECT_MONSTER_122	트리톤
SELECT_MONSTER_123	아쿠아 스핀
SELECT_MONSTER_124	이블 스타
SELECT_MONSTER_125	베놈
SELECT_MONSTER_126	킥 프로그
SELECT_MONSTER_127	킹 프로그
SELECT_MONSTER_128	레드 시저스
SELECT_MONSTER_129	레드 푸딩
SELECT_MONSTER_130	스피릿
SELECT_MONSTER_131	옥토슬라이미
SELECT_MONSTER_132	브론즈 골렘
SELECT_MONSTER_133	멘델
SELECT_MONSTER_134	좀비 리온
SELECT_MONSTER_135	다오스
SELECT_MONSTER_136	셀시우스
SELECT_MONSTER_137	왈큐레
SELECT_MONSTER_138	사나토스프
SELECT_MONSTER_139	그림자 크레스
SELECT_MONSTER_140	그림자 스탄
SELECT_MONSTER_141	그림자 리드
SELECT_MONSTER_142	사나토스
SELECT_MONSTER_143	크레스
SELECT_MONSTER_144	파라
SELECT_MONSTER_145	콩맨
SELECT_MONSTER_146	루티1
SELECT_MONSTER_147	루티2
SELECT_MONSTER_148	루티3
SELECT_MONSTER_149	루티4
SELECT_MONSTER_150	루티5
SELECT_MONSTER_151	루티6
SELECT_MONSTER_152	마리1
SELECT_MONSTER_153	마리2
SELECT_MONSTER_154	마리3
SELECT_MONSTER_155	마리4
SELECT_MONSTER_156	마리5
SELECT_MONSTER_157	마리6
SELECT_MONSTER_158	아체1
SELECT_MONSTER_159	아체2
SELECT_MONSTER_160	아체3
SELECT_MONSTER_161	아체4
SELECT_MONSTER_162	아체5
SELECT_MONSTER_163	아체6
